LP,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration
1138,Standard,12,21-10-22,04-07-23,United Kingdom,45,Female,Smartphone,30
1139,Basic,14,11-09-22,02-07-23,Australia,33,Male,Smartphone,30
1140,Standard,10,09-09-22,03-07-23,Germany,31,Female,Smart TV,30
1141,Premium,12,22-08-22,03-07-23,France,48,Female,Smart TV,30
1142,Basic,13,21-08-22,04-07-23,Brazil,47,Female,Laptop,30
1143,Standard,13,15-08-22,01-07-23,Mexico,43,Male,Smart TV,30
1144,Premium,14,14-08-22,03-07-23,Spain,39,Male,Tablet,30
1145,Basic,11,09-08-22,03-07-23,Italy,46,Male,Smart TV,30
1146,Premium,12,04-08-22,04-07-23,Spain,46,Female,Smartphone,30
1147,Basic,11,27-07-22,01-07-23,Spain,40,Female,Tablet,30
1148,Standard,12,11-07-22,02-07-23,United States,38,Male,Smartphone,30
1149,Standard,13,09-07-22,03-07-23,Canada,48,Female,Tablet,30
1150,Basic,15,01-07-22,03-07-23,United States,38,Male,Tablet,30
1151,Premium,12,30-06-22,01-07-23,United States,43,Male,Laptop,30
1152,Basic,11,29-06-22,02-07-23,Canada,29,Male,Smartphone,30
1153,Standard,15,29-06-22,03-07-23,United Kingdom,32,Female,Laptop,30
1154,Premium,10,30-06-22,03-07-23,Australia,32,Female,Laptop,30
1155,Basic,10,30-06-22,30-06-23,Germany,49,Female,Laptop,30
1156,Premium,14,26-06-22,02-07-23,France,51,Female,Laptop,30
1157,Basic,14,27-06-22,03-07-23,Brazil,32,Male,Smart TV,30
1158,Standard,12,25-06-22,02-07-23,Mexico,35,Female,Smart TV,30
1159,Standard,15,25-06-22,01-07-23,Spain,41,Male,Laptop,30
1160,Basic,12,20-06-22,03-07-23,Italy,43,Female,Smart TV,30
1161,Premium,12,21-06-22,03-07-23,Spain,41,Male,Smartphone,30
1162,Basic,10,21-06-22,02-07-23,Spain,51,Male,Smart TV,30
1163,Standard,13,22-06-22,03-07-23,United States,47,Female,Smart TV,30
1164,Premium,15,23-06-22,02-07-23,Canada,39,Male,Smart TV,30
1165,Basic,15,27-06-22,03-07-23,United States,51,Male,Smartphone,30
1166,Premium,13,02-07-22,02-07-23,United States,39,Female,Tablet,30
1167,Basic,12,03-07-22,02-07-23,Canada,45,Male,Tablet,30
1168,Standard,13,05-07-22,02-07-23,United Kingdom,42,Male,Laptop,30
1169,Standard,13,15-07-22,02-07-23,Australia,48,Male,Smartphone,30
1170,Basic,11,20-07-22,02-07-23,Germany,33,Male,Smart TV,30
1171,Premium,14,27-07-22,02-07-23,France,47,Female,Smartphone,30
1172,Basic,11,29-07-22,04-07-23,Brazil,51,Female,Smart TV,30
1173,Standard,11,03-08-22,01-07-23,Mexico,27,Male,Smartphone,30
1174,Premium,11,18-08-22,04-07-23,Spain,44,Female,Laptop,30
1175,Basic,12,23-08-22,02-07-23,Italy,41,Male,Laptop,30
1176,Premium,11,27-08-22,05-07-23,Spain,37,Male,Smart TV,30
1177,Basic,15,01-09-22,02-07-23,Spain,48,Male,Tablet,30
1178,Standard,12,03-09-22,04-07-23,United States,30,Male,Smart TV,30
1179,Standard,14,05-09-22,02-07-23,Canada,44,Female,Smartphone,30
1180,Basic,14,09-09-22,04-07-23,United States,34,Female,Smart TV,30
1181,Premium,15,11-09-22,01-07-23,United States,40,Female,Laptop,30
1182,Basic,14,17-09-22,04-07-23,Canada,28,Female,Smartphone,30
1183,Standard,15,19-09-22,02-07-23,United Kingdom,44,Female,Tablet,30
1184,Premium,13,28-09-22,03-07-23,Australia,38,Female,Laptop,30
1185,Basic,14,06-10-22,02-07-23,Germany,49,Male,Smart TV,30
1186,Premium,13,07-10-22,05-07-23,France,32,Female,Smart TV,30
1187,Basic,14,09-10-22,01-07-23,Brazil,47,Female,Smart TV,30
1188,Standard,10,10-10-22,03-07-23,Mexico,44,Male,Tablet,30
1189,Standard,12,11-10-22,03-07-23,Spain,33,Male,Smartphone,30
1190,Basic,15,12-10-22,04-07-23,Italy,32,Male,Laptop,30
1191,Premium,12,13-10-22,01-07-23,Spain,27,Female,Smartphone,30
1192,Basic,11,14-10-22,03-07-23,Spain,37,Male,Laptop,30
1193,Standard,14,16-10-22,03-07-23,United States,34,Male,Tablet,30
1194,Premium,15,19-10-22,04-07-23,Canada,40,Male,Smart TV,30
1195,Basic,12,23-10-22,02-07-23,United States,45,Female,Smart TV,30
1196,Basic,13,24-10-22,03-07-23,United States,29,Female,Tablet,30
1197,Basic,14,25-10-22,03-07-23,Canada,35,Male,Smart TV,30
1198,Standard,10,01-11-22,04-07-23,United Kingdom,38,Female,Laptop,30
1199,Premium,11,02-11-22,04-07-23,Australia,48,Female,Smart TV,30
1200,Basic,12,04-11-22,06-07-23,Germany,36,Male,Smartphone,30
1201,Basic,10,06-11-22,03-07-23,France,41,Male,Smart TV,30
1202,Premium,15,06-11-22,03-07-23,Brazil,27,Male,Smart TV,30
1203,Standard,12,04-11-22,04-07-23,Mexico,41,Male,Smart TV,30
1204,Standard,13,30-10-22,05-07-23,Spain,42,Male,Laptop,30
1205,Basic,12,27-10-22,03-07-23,Italy,40,Female,Laptop,30
1206,Premium,13,23-10-22,04-07-23,Spain,32,Male,Smart TV,30
1207,Standard,12,23-10-22,04-07-23,Spain,33,Male,Smart TV,30
1208,Basic,11,24-09-22,04-07-23,United States,34,Male,Smartphone,30
1209,Standard,11,22-09-22,02-07-23,Canada,29,Male,Tablet,30
1210,Premium,14,06-09-22,03-07-23,United States,50,Male,Smart TV,30
1211,Basic,10,23-08-22,04-07-23,United States,29,Female,Laptop,30
1212,Premium,13,21-08-22,04-07-23,Canada,40,Female,Tablet,30
1213,Standard,10,16-08-22,02-07-23,United Kingdom,27,Male,Smart TV,30
1214,Basic,10,09-08-22,03-07-23,Australia,51,Female,Smartphone,30
1215,Standard,13,04-08-22,03-07-23,Germany,41,Female,Laptop,30
1216,Premium,15,28-07-22,04-07-23,France,28,Female,Tablet,30
1217,Basic,12,12-07-22,01-07-23,Brazil,42,Male,Laptop,30
1218,Standard,13,11-07-22,03-07-23,Mexico,40,Male,Laptop,30
1219,Premium,12,06-07-22,04-07-23,Spain,48,Female,Smartphone,30
1220,Basic,13,01-07-22,03-07-23,Italy,28,Male,Smart TV,30
1221,Premium,15,02-07-22,01-07-23,Spain,40,Male,Smart TV,30
1222,Basic,15,30-06-22,03-07-23,Spain,33,Female,Tablet,30
1223,Standard,12,30-06-22,03-07-23,United States,33,Male,Smartphone,30
1224,Standard,15,30-06-22,03-07-23,Canada,47,Female,Smartphone,30
1225,Basic,13,30-06-22,01-07-23,United States,50,Female,Smart TV,30
1226,Premium,15,29-06-22,03-07-23,United States,38,Male,Smartphone,30
1227,Basic,15,27-06-22,04-07-23,Canada,36,Female,Tablet,30
1228,Standard,15,26-06-22,03-07-23,United Kingdom,38,Female,Tablet,30
1229,Premium,12,24-06-22,01-07-23,Australia,49,Male,Smartphone,30
1230,Basic,12,25-06-22,03-07-23,Germany,40,Female,Smart TV,30
1231,Premium,13,24-06-22,03-07-23,France,51,Male,Tablet,30
1232,Basic,11,22-06-22,03-07-23,Brazil,42,Female,Smartphone,30
1233,Standard,13,23-06-22,03-07-23,Mexico,41,Female,Smartphone,30
1234,Standard,12,25-06-22,03-07-23,Spain,48,Female,Smartphone,30
1235,Basic,13,29-06-22,03-07-23,Italy,39,Female,Tablet,30
1236,Premium,15,01-07-22,02-07-23,Spain,35,Female,Tablet,30
1237,Basic,11,05-07-22,02-07-23,Spain,32,Female,Tablet,30
1238,Standard,12,12-07-22,04-07-23,United States,28,Female,Smartphone,30
1239,Premium,11,16-07-22,02-07-23,Canada,27,Male,Laptop,30
1240,Basic,11,20-07-22,04-07-23,United States,30,Female,Laptop,30
1241,Premium,14,28-07-22,02-07-23,United States,47,Female,Laptop,30
1242,Basic,14,31-07-22,05-07-23,Canada,49,Female,Tablet,30
1243,Standard,14,14-08-22,02-07-23,United Kingdom,43,Female,Smartphone,30
1244,Standard,12,16-08-22,04-07-23,Australia,42,Male,Tablet,30
1245,Basic,14,18-08-22,03-07-23,Germany,29,Female,Smartphone,30
1246,Premium,15,27-08-22,05-07-23,France,35,Female,Smartphone,30
1247,Basic,13,01-09-22,02-07-23,Brazil,41,Female,Smartphone,30
1248,Standard,13,03-09-22,05-07-23,Mexico,47,Female,Smart TV,30
1249,Premium,14,07-09-22,03-07-23,Spain,28,Female,Smart TV,30
1250,Basic,10,08-09-22,04-07-23,Italy,44,Female,Smartphone,30
1251,Premium,10,14-09-22,03-07-23,Spain,28,Female,Tablet,30
1252,Basic,11,15-09-22,05-07-23,Spain,51,Male,Laptop,30
1253,Standard,11,27-09-22,02-07-23,United States,48,Male,Laptop,30
1254,Standard,14,30-09-22,04-07-23,Canada,49,Female,Tablet,30
1255,Basic,10,02-10-22,04-07-23,United States,50,Male,Smart TV,30
1256,Premium,13,03-10-22,05-07-23,United States,43,Male,Laptop,30
1257,Basic,14,05-10-22,01-07-23,Canada,32,Male,Smart TV,30
1258,Standard,15,10-10-22,03-07-23,United Kingdom,42,Female,Tablet,30
1259,Premium,13,11-10-22,03-07-23,Australia,41,Female,Laptop,30
1260,Basic,11,13-10-22,04-07-23,Germany,31,Male,Laptop,30
1261,Premium,11,14-10-22,02-07-23,France,37,Female,Smart TV,30
1262,Basic,12,16-10-22,03-07-23,Brazil,46,Male,Smart TV,30
1263,Standard,14,18-10-22,03-07-23,Mexico,30,Female,Tablet,30
1264,Standard,11,22-10-22,05-07-23,Spain,30,Female,Smart TV,30
1265,Basic,10,24-10-22,03-07-23,Italy,34,Female,Tablet,30
1266,Premium,15,25-10-22,04-07-23,Spain,47,Female,Laptop,30
1267,Basic,14,29-10-22,03-07-23,Spain,41,Male,Tablet,30
1268,Standard,13,02-11-22,04-07-23,United States,42,Female,Laptop,30
1269,Premium,12,03-11-22,05-07-23,Canada,48,Female,Smartphone,30
1270,Basic,11,04-11-22,06-07-23,United States,30,Female,Smart TV,30
1271,Basic,13,05-11-22,03-07-23,United States,51,Male,Smartphone,30
1272,Basic,13,05-11-22,04-07-23,Canada,27,Male,Smartphone,30
1273,Standard,13,31-10-22,04-07-23,United Kingdom,38,Male,Tablet,30
1274,Premium,12,27-10-22,05-07-23,Australia,29,Female,Smart TV,30
1275,Basic,11,25-10-22,03-07-23,Germany,40,Female,Smartphone,30
1276,Basic,12,26-10-22,04-07-23,France,31,Female,Laptop,30
1277,Premium,11,30-09-22,04-07-23,Brazil,30,Male,Smartphone,30
1278,Standard,13,27-09-22,05-07-23,Mexico,44,Male,Laptop,30
1279,Standard,14,12-09-22,03-07-23,Spain,34,Female,Tablet,30
1280,Basic,14,25-08-22,04-07-23,Italy,28,Female,Laptop,30
1281,Premium,13,25-08-22,04-07-23,Spain,41,Female,Laptop,30
1282,Standard,12,22-08-22,05-07-23,Spain,43,Male,Tablet,30
1283,Basic,10,17-08-22,02-07-23,United States,33,Male,Laptop,30
1284,Standard,12,09-08-22,03-07-23,Canada,32,Female,Tablet,30
1285,Premium,10,06-08-22,04-07-23,United States,39,Male,Smart TV,30
1286,Basic,15,17-07-22,04-07-23,United States,37,Male,Laptop,30
1287,Premium,11,12-07-22,02-07-23,Canada,46,Male,Tablet,30
1288,Standard,11,12-07-22,03-07-23,United Kingdom,39,Male,Smartphone,30
1289,Basic,12,02-07-22,04-07-23,Australia,46,Female,Tablet,30
1290,Standard,13,02-07-22,03-07-23,Germany,43,Male,Laptop,30
1291,Premium,10,30-06-22,02-07-23,France,32,Female,Laptop,30
1292,Basic,12,30-06-22,04-07-23,Brazil,30,Female,Smart TV,30
1293,Standard,11,01-07-22,04-07-23,Mexico,40,Female,Tablet,30
1294,Premium,11,30-06-22,04-07-23,Spain,51,Female,Smartphone,30
1295,Basic,10,29-06-22,02-07-23,Italy,40,Female,Smartphone,30
1296,Premium,12,30-06-22,03-07-23,Spain,28,Male,Smart TV,30
1297,Basic,14,29-06-22,04-07-23,Spain,51,Female,Smartphone,30
1298,Standard,14,26-06-22,03-07-23,United States,27,Male,Laptop,30
1299,Standard,14,27-06-22,01-07-23,Canada,35,Male,Smart TV,30
1300,Basic,11,24-06-22,03-07-23,United States,37,Male,Laptop,30
1301,Premium,14,23-06-22,04-07-23,United States,51,Male,Smart TV,30
1302,Basic,11,23-06-22,03-07-23,Canada,40,Male,Smart TV,30
1303,Standard,14,25-06-22,03-07-23,United Kingdom,38,Male,Laptop,30
1304,Premium,11,28-06-22,03-07-23,Australia,48,Female,Laptop,30
1305,Basic,11,01-07-22,03-07-23,Germany,49,Male,Smartphone,30
1306,Premium,15,02-07-22,05-07-23,France,33,Female,Laptop,30
1307,Basic,10,06-07-22,03-07-23,Brazil,34,Female,Tablet,30
1308,Standard,15,12-07-22,06-07-23,Mexico,39,Male,Tablet,30
1309,Standard,13,17-07-22,02-07-23,Spain,37,Female,Tablet,30
1310,Basic,15,23-07-22,05-07-23,Italy,44,Male,Laptop,30
1311,Premium,15,29-07-22,04-07-23,Spain,35,Male,Tablet,30
1312,Basic,11,06-08-22,06-07-23,Spain,31,Female,Laptop,30
1313,Standard,10,09-08-22,02-07-23,United States,39,Male,Smart TV,30
1314,Premium,13,14-08-22,05-07-23,Canada,38,Male,Tablet,30
1315,Basic,11,20-08-22,03-07-23,United States,42,Male,Smartphone,30
1316,Premium,12,28-08-22,05-07-23,United States,48,Female,Tablet,30
1317,Basic,11,02-09-22,03-07-23,Canada,31,Male,Tablet,30
1318,Standard,11,04-09-22,05-07-23,United Kingdom,42,Male,Smartphone,30
1319,Standard,14,06-09-22,03-07-23,Australia,35,Male,Smartphone,30
1320,Basic,10,14-09-22,05-07-23,Germany,39,Male,Laptop,30
1321,Premium,13,15-09-22,04-07-23,France,50,Female,Tablet,30
1322,Basic,11,16-09-22,06-07-23,Brazil,40,Male,Smartphone,30
1323,Standard,10,28-09-22,02-07-23,Mexico,29,Male,Smartphone,30
1324,Premium,10,02-10-22,04-07-23,Spain,48,Female,Smart TV,30
1325,Basic,15,03-10-22,04-07-23,Italy,34,Male,Smartphone,30
1326,Premium,10,05-10-22,05-07-23,Spain,48,Male,Smartphone,30
1327,Basic,12,07-10-22,02-07-23,Spain,48,Male,Laptop,30
1328,Standard,12,09-10-22,04-07-23,United States,35,Female,Tablet,30
1329,Standard,11,11-10-22,04-07-23,Canada,29,Male,Laptop,30
1330,Basic,14,13-10-22,05-07-23,United States,47,Female,Smart TV,30
1331,Premium,12,15-10-22,02-07-23,United States,36,Male,Smartphone,30
1332,Basic,12,17-10-22,04-07-23,Canada,40,Female,Smartphone,30
1333,Standard,14,21-10-22,04-07-23,United Kingdom,51,Male,Tablet,30
1334,Premium,12,23-10-22,05-07-23,Australia,37,Male,Smart TV,30
1335,Basic,12,24-10-22,06-07-23,Germany,36,Male,Tablet,30
1336,Premium,12,28-10-22,04-07-23,France,45,Male,Tablet,30
1337,Basic,11,31-10-22,04-07-23,Brazil,31,Female,Tablet,30
1338,Standard,14,03-11-22,04-07-23,Mexico,45,Female,Laptop,30
1339,Standard,11,04-11-22,05-07-23,Spain,30,Male,Laptop,30
1340,Basic,14,05-11-22,06-07-23,Italy,40,Female,Smartphone,30
1341,Premium,14,06-11-22,04-07-23,Spain,44,Female,Smart TV,30
1342,Basic,12,01-11-22,05-07-23,Spain,36,Female,Laptop,30
1343,Standard,10,01-11-22,05-07-23,United States,36,Male,Tablet,30
1344,Premium,11,29-10-22,05-07-23,Canada,32,Female,Smartphone,30
1345,Basic,10,27-10-22,03-07-23,United States,46,Male,Smart TV,30
1346,Basic,12,16-10-22,04-07-23,United States,39,Female,Smart TV,30
1347,Basic,13,14-10-22,04-07-23,Canada,30,Male,Smart TV,30
1348,Standard,13,14-09-22,05-07-23,United Kingdom,34,Male,Laptop,30
1349,Premium,14,03-09-22,03-07-23,Australia,28,Male,Laptop,30
1350,Basic,13,27-08-22,04-07-23,Germany,39,Female,Smartphone,30
1351,Basic,12,27-08-22,05-07-23,France,34,Female,Laptop,30
1352,Premium,13,21-08-22,05-07-23,Brazil,42,Male,Laptop,30
1353,Standard,13,13-08-22,02-07-23,Mexico,29,Female,Tablet,30
1354,Standard,13,12-08-22,04-07-23,Spain,29,Male,Tablet,30
1355,Basic,12,24-07-22,04-07-23,Italy,30,Male,Tablet,30
1356,Premium,11,24-07-22,04-07-23,Spain,51,Male,Smartphone,30
1357,Standard,11,12-07-22,02-07-23,Spain,51,Male,Smart TV,30
1358,Basic,13,09-07-22,04-07-23,United States,44,Male,Tablet,30
1359,Standard,13,09-07-22,05-07-23,Canada,35,Male,Laptop,30
1360,Premium,10,10-07-22,04-07-23,United States,39,Male,Smart TV,30
1361,Basic,12,02-07-22,02-07-23,United States,41,Female,Laptop,30
1362,Premium,13,02-07-22,04-07-23,Canada,44,Female,Laptop,30
1363,Standard,11,01-07-22,05-07-23,United Kingdom,29,Male,Laptop,30
1364,Basic,14,01-07-22,04-07-23,Australia,47,Male,Tablet,30
1365,Standard,10,30-06-22,02-07-23,Germany,28,Female,Smartphone,30
1366,Premium,15,29-06-22,04-07-23,France,45,Male,Laptop,30
1367,Basic,11,26-06-22,04-07-23,Brazil,28,Female,Smartphone,30
1368,Standard,14,27-06-22,03-07-23,Mexico,31,Female,Laptop,30
1369,Premium,13,25-06-22,03-07-23,Spain,47,Female,Laptop,30
1370,Basic,13,23-06-22,04-07-23,Italy,42,Female,Tablet,30
1371,Premium,14,24-06-22,04-07-23,Spain,34,Female,Laptop,30
1372,Basic,12,25-06-22,05-07-23,Spain,40,Female,Laptop,30
1373,Standard,13,26-06-22,04-07-23,United States,42,Female,Laptop,30
1374,Standard,14,27-06-22,07-07-23,Canada,33,Male,Smart TV,30
1375,Basic,12,30-06-22,03-07-23,United States,30,Male,Laptop,30
1376,Premium,14,03-07-22,05-07-23,United States,29,Male,Tablet,30
1377,Basic,13,09-07-22,04-07-23,Canada,31,Male,Smart TV,30
1378,Standard,14,17-07-22,06-07-23,United Kingdom,46,Female,Smart TV,30
1379,Premium,11,22-07-22,03-07-23,Australia,46,Female,Smartphone,30
1380,Basic,11,28-07-22,05-07-23,Germany,47,Male,Laptop,30
1381,Premium,12,04-08-22,04-07-23,France,48,Female,Smart TV,30
1382,Basic,13,08-08-22,06-07-23,Brazil,32,Female,Smart TV,30
1383,Standard,13,13-08-22,04-07-23,Mexico,51,Female,Tablet,30
1384,Standard,13,17-08-22,05-07-23,Spain,33,Male,Smart TV,30
1385,Basic,15,20-08-22,04-07-23,Italy,43,Male,Smartphone,30
1386,Premium,14,28-08-22,06-07-23,Spain,43,Female,Smart TV,30
1387,Basic,13,29-08-22,04-07-23,Spain,42,Male,Smart TV,30
1388,Standard,15,03-09-22,05-07-23,United States,30,Male,Smartphone,30
1389,Premium,13,10-09-22,03-07-23,Canada,50,Male,Smartphone,30
1390,Basic,11,13-09-22,05-07-23,United States,51,Female,Laptop,30
1391,Premium,14,15-09-22,04-07-23,United States,36,Female,Tablet,30
1392,Basic,13,25-09-22,06-07-23,Canada,41,Female,Tablet,30
1393,Standard,10,01-10-22,03-07-23,United Kingdom,37,Male,Smart TV,30
1394,Standard,11,02-10-22,04-07-23,Australia,30,Female,Tablet,30
1395,Basic,11,05-10-22,04-07-23,Germany,50,Female,Tablet,30
1396,Premium,14,06-10-22,05-07-23,France,41,Female,Smart TV,30
1397,Basic,14,07-10-22,03-07-23,Brazil,29,Female,Laptop,30
1398,Standard,12,10-10-22,04-07-23,Mexico,43,Male,Smart TV,30
1399,Premium,12,12-10-22,04-07-23,Spain,31,Female,Smart TV,30
1400,Basic,14,15-10-22,06-07-23,Italy,40,Male,Laptop,30
1401,Premium,12,17-10-22,05-07-23,Spain,35,Female,Smart TV,30
1402,Basic,13,21-10-22,04-07-23,Spain,39,Female,Laptop,30
1403,Standard,14,23-10-22,05-07-23,United States,48,Male,Laptop,30
1404,Standard,14,24-10-22,05-07-23,Canada,42,Female,Tablet,30
1405,Basic,11,27-10-22,06-07-23,United States,48,Female,Smart TV,30
1406,Premium,10,30-10-22,07-07-23,United States,33,Female,Smart TV,30
1407,Basic,14,31-10-22,04-07-23,Canada,45,Female,Smart TV,30
1408,Standard,14,03-11-22,04-07-23,United Kingdom,40,Female,Smart TV,30
1409,Premium,15,05-11-22,06-07-23,Australia,38,Male,Tablet,30
1410,Basic,14,06-11-22,06-07-23,Germany,31,Female,Tablet,30
1411,Premium,14,01-11-22,04-07-23,France,33,Female,Smart TV,30
1412,Basic,15,02-11-22,05-07-23,Brazil,27,Male,Laptop,30
1413,Standard,13,02-11-22,05-07-23,Mexico,47,Male,Smartphone,30
1414,Standard,15,01-11-22,06-07-23,Spain,41,Male,Tablet,30
1415,Basic,11,17-10-22,03-07-23,Italy,32,Female,Smart TV,30
1416,Premium,11,18-10-22,05-07-23,Spain,31,Male,Smart TV,30
1417,Basic,13,28-09-22,05-07-23,Spain,43,Female,Tablet,30
1418,Standard,15,23-09-22,05-07-23,United States,42,Female,Smart TV,30
1419,Premium,15,22-09-22,03-07-23,Canada,46,Male,Smartphone,30
1420,Basic,12,31-08-22,04-07-23,United States,27,Female,Smartphone,30
1421,Basic,15,28-08-22,05-07-23,United States,48,Female,Smart TV,30
1422,Basic,15,27-08-22,05-07-23,Canada,49,Male,Laptop,30
1423,Standard,12,17-08-22,03-07-23,United Kingdom,43,Male,Smart TV,30
1424,Premium,14,09-08-22,04-07-23,Australia,38,Male,Laptop,30
1425,Basic,13,24-07-22,05-07-23,Germany,37,Male,Smartphone,30
1426,Basic,12,16-07-22,04-07-23,France,39,Female,Smart TV,30
1427,Premium,10,15-07-22,03-07-23,Brazil,40,Male,Tablet,30
1428,Standard,12,12-07-22,05-07-23,Mexico,40,Male,Smart TV,30
1429,Standard,12,12-07-22,06-07-23,Spain,48,Male,Laptop,30
1430,Basic,13,09-07-22,05-07-23,Italy,43,Female,Smart TV,30
1431,Premium,10,05-07-22,02-07-23,Spain,46,Male,Laptop,30
1432,Standard,11,05-07-22,05-07-23,Spain,43,Male,Smartphone,30
1433,Basic,10,03-07-22,05-07-23,United States,30,Female,Tablet,30
1434,Standard,13,01-07-22,04-07-23,Canada,51,Female,Laptop,30
1435,Premium,12,30-06-22,03-07-23,United States,30,Male,Smartphone,30
1436,Basic,14,27-06-22,04-07-23,United States,47,Female,Smart TV,30
1437,Premium,13,28-06-22,04-07-23,Canada,41,Male,Laptop,30
1438,Standard,10,28-06-22,05-07-23,United Kingdom,45,Female,Smartphone,30
1439,Basic,14,24-06-22,04-07-23,Australia,47,Female,Laptop,30
1440,Standard,11,24-06-22,05-07-23,Germany,48,Female,Smart TV,30
1441,Premium,11,25-06-22,04-07-23,France,51,Female,Tablet,30
1442,Basic,10,26-06-22,06-07-23,Brazil,29,Male,Smart TV,30
1443,Standard,13,27-06-22,05-07-23,Mexico,43,Female,Laptop,30
1444,Premium,13,29-06-22,07-07-23,Spain,49,Female,Tablet,30
1445,Basic,11,02-07-22,03-07-23,Italy,37,Male,Smartphone,30
1446,Premium,13,07-07-22,05-07-23,Spain,48,Male,Tablet,30
1447,Basic,11,13-07-22,05-07-23,Spain,36,Female,Tablet,30
1448,Standard,14,18-07-22,07-07-23,United States,33,Female,Laptop,30
1449,Standard,14,24-07-22,04-07-23,Canada,38,Female,Laptop,30
1450,Basic,12,31-07-22,06-07-23,United States,42,Female,Smartphone,30
1451,Premium,15,01-08-22,05-07-23,United States,30,Female,Tablet,30
1452,Basic,10,08-08-22,06-07-23,Canada,39,Male,Smart TV,30
1453,Standard,14,13-08-22,04-07-23,United Kingdom,36,Male,Smartphone,30
1454,Premium,11,14-08-22,06-07-23,Australia,27,Female,Smartphone,30
1455,Basic,11,23-08-22,04-07-23,Germany,49,Male,Smart TV,30
1456,Premium,14,27-08-22,06-07-23,France,31,Male,Laptop,30
1457,Basic,10,31-08-22,05-07-23,Brazil,36,Male,Laptop,30
1458,Standard,14,09-09-22,06-07-23,Mexico,41,Female,Tablet,30
1459,Standard,10,10-09-22,04-07-23,Spain,45,Female,Laptop,30
1460,Basic,14,12-09-22,05-07-23,Italy,45,Male,Smart TV,30
1461,Premium,11,17-09-22,05-07-23,Spain,32,Male,Smart TV,30
1462,Basic,13,21-09-22,06-07-23,Spain,41,Female,Smartphone,30
1463,Standard,11,02-10-22,03-07-23,United States,37,Male,Smart TV,30
1464,Premium,10,04-10-22,05-07-23,Canada,27,Male,Laptop,30
1465,Basic,14,06-10-22,04-07-23,United States,41,Male,Laptop,30
1466,Premium,13,07-10-22,06-07-23,United States,30,Female,Smart TV,30
1467,Basic,12,08-10-22,04-07-23,Canada,43,Male,Smartphone,30
1468,Standard,12,11-10-22,05-07-23,United Kingdom,51,Male,Laptop,30
1469,Standard,12,13-10-22,04-07-23,Australia,46,Female,Smart TV,30
1470,Basic,10,15-10-22,06-07-23,Germany,27,Female,Tablet,30
1471,Premium,10,19-10-22,06-07-23,France,51,Female,Smartphone,30
1472,Basic,14,21-10-22,06-07-23,Brazil,28,Female,Laptop,30
1473,Standard,14,23-10-22,05-07-23,Mexico,33,Male,Smartphone,30
1474,Premium,12,26-10-22,05-07-23,Spain,31,Female,Laptop,30
1475,Basic,13,27-10-22,06-07-23,Italy,47,Male,Laptop,30
1476,Premium,10,31-10-22,07-07-23,Spain,45,Female,Tablet,30
1477,Basic,13,03-11-22,05-07-23,Spain,42,Male,Smart TV,30
1478,Standard,15,05-11-22,06-07-23,United States,47,Female,Smart TV,30
1479,Standard,12,06-11-22,06-07-23,Canada,29,Female,Smart TV,30
1480,Basic,13,03-11-22,07-07-23,United States,49,Female,Laptop,30
1481,Premium,14,03-11-22,04-07-23,United States,41,Female,Laptop,30
1482,Basic,13,04-11-22,05-07-23,Canada,45,Male,Smartphone,30
1483,Standard,14,02-11-22,06-07-23,United Kingdom,49,Male,Smart TV,30
1484,Premium,13,27-10-22,06-07-23,Australia,41,Male,Smart TV,30
1485,Basic,15,27-10-22,04-07-23,Germany,37,Male,Laptop,30
1486,Premium,14,15-10-22,05-07-23,France,31,Male,Smartphone,30
1487,Basic,13,03-10-22,05-07-23,Brazil,29,Male,Smartphone,30
1488,Standard,10,25-09-22,05-07-23,Mexico,51,Female,Smart TV,30
1489,Standard,12,16-09-22,03-07-23,Spain,33,Male,Smart TV,30
1490,Basic,12,14-09-22,04-07-23,Italy,31,Male,Smartphone,30
1491,Premium,11,11-09-22,05-07-23,Spain,42,Female,Laptop,30
1492,Basic,15,09-09-22,05-07-23,Spain,48,Female,Laptop,30
1493,Standard,13,12-08-22,03-07-23,United States,37,Female,Laptop,30
1494,Premium,13,04-08-22,06-07-23,Canada,51,Female,Smartphone,30
1495,Basic,12,04-08-22,06-07-23,United States,29,Female,Tablet,30
1496,Basic,13,31-07-22,05-07-23,United States,46,Male,Tablet,30
1497,Basic,15,29-07-22,03-07-23,Canada,35,Male,Smart TV,30
1498,Standard,15,14-07-22,05-07-23,United Kingdom,44,Female,Smartphone,30
1499,Premium,12,13-07-22,06-07-23,Australia,36,Male,Smart TV,30
1500,Basic,14,11-07-22,05-07-23,Germany,38,Female,Tablet,30
1501,Basic,12,12-07-22,03-07-23,France,36,Male,Smart TV,30
1502,Premium,14,11-07-22,05-07-23,Brazil,40,Female,Laptop,30
1503,Standard,10,02-07-22,05-07-23,Mexico,29,Male,Laptop,30
1504,Standard,11,30-06-22,06-07-23,Spain,32,Male,Smart TV,30
1505,Basic,12,30-06-22,05-07-23,Italy,30,Male,Laptop,30
1506,Premium,10,29-06-22,05-07-23,Spain,47,Male,Smartphone,30
1507,Standard,15,30-06-22,04-07-23,Spain,28,Female,Tablet,30
1508,Basic,11,24-06-22,05-07-23,United States,49,Male,Laptop,30
